,0
0,-5.03358727885761e-05
1,-0.00047402578811062135
2,-0.0021817150371534755
3,-0.0014750874134812353
4,-0.007359079326341611
5,-0.01170779281305001
6,-0.0017824004827347029
7,-0.01559185036882682
8,-0.07503509308032164
9,-6.267017515848572e-05
10,0.008165804314531622
11,-0.0021603830523566625
12,-0.001975160088344863
13,-0.018634063074165486
14,-0.055544690697883814
15,-0.00409169166175527
16,-0.0020881011828755014
17,-0.0008533042141345426
18,-0.002465661103693284
19,-0.0005595155944639885
20,-0.0020347228512704874
21,-0.0566262761958678
22,-4.971081082838502e-05
23,-0.011256318860400016
24,-4.3612666288384005e-05
25,-9.66066843013369e-05
26,-0.00325367484622352
27,-0.000581901377380234
28,-0.0019135596447470427
29,-0.002981914601286384
30,-0.001790991528195951
31,-0.00034581202668904076
32,-0.011508176749357668
33,-0.007236066572288591
34,-0.0018223679915811974
35,-0.001589451717403323
36,-0.00024275421389674534
37,-0.044237039188896876
38,-0.0019191022655080658
39,-0.0013252370709844197
40,-0.029753745763516415
41,-1.8004565104368098e-05
42,-0.018938560089981182
43,-7.349063016093282e-05
44,-0.0018173991482832719
45,-0.03581591918369931
46,-0.004813927135840945
47,-0.0015302036019975152
48,-0.0011149395361977898
49,-0.0003181923063313441
50,-0.004157231734354339
51,-0.011469996682015537
52,-0.0031236279672239853
53,-0.005182660011862517
54,-0.0014904491619698312
55,-0.008234759108337819
56,-0.000992662745842754
57,-0.00016478114313978054
58,-0.00017067044023133526
59,-0.000418874317832163
60,0.0007240527371868977
61,-4.218781694653728e-06
62,-0.05605237641255978
63,-0.0026797020408473315
64,-0.00014122473294042592
65,-0.0017376641746351673
66,-0.0003825105430030895
67,-0.00042746914694191673
68,-0.0004369361583502762
69,-1.535482914305497e-05
70,-8.134817577332143e-06
71,-0.0007544007692779076
72,-0.04341611129262324
73,-0.014966716930396418
74,-0.003613491602035168
75,-0.004671981068756992
76,-0.0002177664815117275
77,-0.004219618581597473
78,-0.018475002141405517
79,-0.002727894584978241
80,-0.0015654928941675195
81,-9.271069799532405e-05
82,-3.5776541245091664e-06
83,-0.013751775143184375
84,-0.014329499891761355
85,-0.00016234764449807315
86,-0.00269592901115856
87,-0.0011149203401501495
88,-0.0005301986110135548
89,-0.015553373328576203
90,-0.00020127898629263008
91,-0.018842389971572837
92,-7.957932832081127e-05
93,-0.00025195165364877425
94,-0.004709240013048843
95,-1.1232922396686718e-06
96,-0.020334454593845974
97,-0.0006614869154630831
98,-0.0010264025889881179
99,-0.0016253340244747339
