,0
0,0.2937833784341344
1,0.7711038262091594
2,0.4750432241689675
3,0.5344906025691947
4,0.5513206909854429
5,0.5515060254859907
6,0.43983754593647717
7,0.4763523105667441
8,0.4623663479938134
9,0.7599782219959738
10,0.7748570485505626
11,0.5512636332074825
12,0.39988190986185956
13,0.7685294792375102
14,0.4594723571826095
15,0.5127584856181971
16,0.5368515720549005
17,0.48687981470510755
18,0.4998717214264007
19,0.31408130320747396
20,0.4756949191727886
21,0.49436690684714857
22,0.7707601829361878
23,0.3999253926798304
24,0.4797680896733023
25,0.7816108114265001
26,0.55373994641435
27,0.61301029984301
28,0.32465535178485916
29,0.5361934174327785
30,0.485621791886359
31,0.8002700491070829
32,0.2778674417750351
33,0.4774405220591521
34,0.6982720524060744
35,0.501586389717622
36,0.5403861469859457
37,0.47502969010187024
38,0.47831832711010636
39,0.5062024033446635
40,0.5007892067565305
41,0.4640067476044146
42,0.8007860684810917
43,0.5351371220279333
44,0.37980201732114705
45,0.478278376934581
46,0.5711172876293347
47,0.29565916337240006
48,0.7711015036438242
49,0.6298200306958103
50,0.449082005468886
51,0.5708116287059783
52,0.7438795432309557
53,0.5189528750790784
54,0.4465565798198696
55,0.4997242622096253
56,0.53280670144243
57,0.53291065072498
58,0.5879751935403161
59,0.44263659331911365
60,0.4320922809526231
61,0.750159745493021
62,0.509685169440231
63,0.7975509022496494
64,0.24914479588195215
65,0.657605459597643
66,0.3771657840037935
67,0.5071159241051064
68,0.5205842215715941
69,0.4983328564374303
70,0.5116109684629928
71,0.5354259582062402
72,0.48979893080468806
73,0.510408687572621
74,0.7444179716989747
75,0.39074559192158487
76,0.47825427031188905
77,0.7794988168248703
78,0.5192874700645127
79,0.24011916618968332
80,0.487777353888434
81,0.2578146956146298
82,0.3912871020594878
83,0.6007026939350353
84,0.457051556991821
85,0.7610907039170686
86,0.7921303832608075
87,0.5482193142817484
88,0.4840777412908893
89,0.43947048593586135
90,0.5788811525934525
91,0.3411431858744748
92,0.42254298646060306
93,0.7573022922898927
94,0.6156163826146033
95,0.7736155264660148
96,0.4874918968672983
97,0.4895908711790464
98,0.45231222630299106
99,0.5054983356528369
