,values
cover_crops_123.12,14.0
cover_crops_129.17,18.0
cover_crops_8.538.53,100.0
irrigation_type_28.513.7,8.0
water_type_326856.0,17.0
water_type_334698.0,17.0
water_type_82500.0,7.0
