,0
0,0.24354704612695866
1,0.17719527062114537
2,0.18494702290649345
3,0.24655858727102464
4,0.10777170026953242
5,0.25235759888865716
6,0.22431764881250427
7,0.18435537688661696
8,0.17947738949327308
9,0.29941759529509915
10,0.19068945711982432
11,0.19194676264682065
12,0.16982532497147074
13,0.20510375354259813
14,0.2401952855895898
15,0.2662475919841718
16,0.22582689107729204
17,0.2755015464555727
18,0.21950834347737325
19,0.2422104144052427
20,0.28199387573910595
21,0.21195700717553145
22,0.1633115710195826
23,0.3302783177850186
24,0.09491495131282546
25,0.15465147339420848
26,0.228508392683619
27,0.2447495553969392
28,0.1856332929589356
29,0.3006882120827078
30,0.2163347126145645
31,0.20455815866538896
32,0.14808254391102027
33,0.2562525714656516
34,0.17124164774510164
35,0.07878134007978876
36,0.29879992185975646
37,0.21079484919630798
38,0.22416888265286306
39,0.25958474148646293
40,0.32489450078303417
41,0.2313906290872536
42,0.2674175785476728
43,0.2022954167817863
44,0.18343083766975832
45,0.20753629610194035
46,0.1640442911231519
47,0.11759957028415058
48,0.1566823061087208
49,0.216752977419997
50,0.19730458691954456
51,0.18278978328126028
52,0.1675176829202467
53,0.22098296966810038
54,0.11356098347834254
55,0.3207968154171559
56,0.2238273774079852
57,0.2706611672271788
58,0.2295818665187782
59,0.16822333313746696
60,0.34970913613613885
61,0.21571775465853127
62,0.19783895889823044
63,0.22600634175606904
64,0.20369727092127954
65,0.2679363962755298
66,0.24238252360594392
67,0.1462064728281719
68,0.14007087420972186
69,0.25594365390241525
70,0.07451519113795302
71,0.1272972539169538
72,0.27446067070976643
73,0.1726541797033122
74,0.1980388750330977
75,0.24851943294629408
76,0.17831407180259118
77,0.3645764683475571
78,0.18561154456889228
79,0.21107718714729873
80,0.11918673852858974
81,0.3110970208381798
82,0.19913152280645885
83,0.23348624915545146
84,0.1798585531800927
85,0.26451166489143263
86,0.3233994365254754
87,0.04176698029314385
88,0.2655098584452553
89,0.15684038938499967
90,0.24519198567243883
91,0.21500211889694165
92,0.23133290758801517
93,0.2593597893536236
94,0.15365977806733455
95,0.18660264640717195
96,0.09196075925016323
97,0.21913464137330285
98,0.24019939119940525
99,0.22068712180132355
