,0
0,0.7069325460335408
1,0.6592100976525757
2,0.72039525433734
3,0.693186183587726
4,0.06581168480881339
5,0.655930948757212
6,0.7236922098317997
7,0.7014840556989024
8,0.7131377469718208
9,0.6538520352797326
10,0.6181588474195969
11,0.6925817758610084
12,0.65557524735224
13,0.6671836558029288
14,0.6777665775974879
15,0.6823261193884911
16,0.08197117318221925
17,0.7459242631494805
18,0.6900212897437741
19,0.7086066730386322
20,0.6731660884426083
21,0.6961723130523921
22,0.6717402876690783
23,0.7631616238814516
24,0.6829183948259427
25,0.7103652704520835
26,0.6886698376732776
27,0.6935646603476742
28,0.661077116732615
29,0.08238948867878648
30,0.7166050949387941
31,0.6836995886700317
32,0.694568718917536
33,0.682803674831224
34,0.7138611873363765
35,0.7207997246623352
36,0.6700608435181914
37,0.62109492519472
38,0.737619468710218
39,0.07121529359769574
40,0.6599453356848087
41,0.6293391796314862
42,0.720328095321585
43,0.6652219786726816
44,0.7200277138168005
45,0.6810145629199884
46,0.7366353214905197
47,0.700127758854582
48,0.08445163325202909
49,0.6609862376802275
50,0.7155409241289485
51,0.06918181305912019
52,0.6000580358129537
53,0.6429224337936139
54,0.7350748444576941
55,0.6865175191930242
56,0.7338013758178754
57,0.7552562569002912
58,0.6947438843521703
59,0.6743342830818055
60,0.7334673540134762
61,0.6885355176625385
62,0.6877827793174172
63,0.7357535940968406
64,0.6656298515895637
65,0.7429510263514434
66,0.07391869411695584
67,0.691881703828505
68,0.6220272435803713
69,0.7431524342391796
70,0.6711936093488855
71,0.6686396693856393
72,0.7164749270619674
73,0.6869342132919511
74,0.06996179526936952
75,0.6696874990344126
76,0.735402781494023
77,0.7423515438395532
78,0.7460422305294798
79,0.6460273198190146
80,0.5977085651933399
81,0.6519908553895633
82,0.6460507577024187
83,0.7322074027685614
84,0.703269807672374
85,0.06993443269154886
86,0.7117588739087563
87,0.6724069459392931
88,0.7184182762745803
89,0.694755920417615
90,0.6767653784148364
91,0.6882506499842378
92,0.6979840083260598
93,0.07354079993679064
94,0.675068173294197
95,0.6906280984801665
96,0.7173353789056927
97,0.6637920164042761
98,0.7220573100506882
99,0.6858068965818689
