actual,1,2,3,4,5,6,7,10,11,12,14
7,122,5,4,3,5,2,264,0,1,0,0
13,12,0,0,1,0,0,0,0,0,0,0
8,8,4,0,0,0,0,0,0,0,0,0
10,12,2,0,1,0,0,0,3,0,0,0
15,21,0,0,1,0,0,1,0,0,0,0
0,78,2,0,2,0,0,1,0,0,0,0
12,1,0,0,0,0,0,0,0,0,11,0
6,5,0,0,1,0,48,0,0,0,0,0
4,232,8,2,77,14,0,1,0,0,0,0
14,5,1,0,3,0,0,0,0,0,0,2
9,12,0,0,0,0,0,1,0,0,0,0
5,97,1,3,12,53,0,0,0,0,0,0
3,312,21,27,13,7,0,0,0,0,0,0
2,436,136,2,8,5,0,3,0,0,0,0
11,12,1,0,0,0,0,0,0,2,0,0
1,1238,35,4,22,14,0,15,0,0,0,0
