,0
0,0.999999999373239
1,0.9998016698235522
2,0.9999999984852784
3,0.9996119598498245
4,0.9999995925221726
5,0.9999808428359622
6,0.9999500477965957
7,0.9998279064586614
8,0.999999999100131
9,0.9999999364250282
10,0.9996362352464189
11,0.9999999984502019
12,0.9999999387255826
13,0.9999999018182507
14,0.9999981362236426
15,0.9999764868478705
16,0.9999961800720596
17,0.9998881419051566
18,0.9996921405821074
19,0.9999999998064447
20,0.9999921737682792
21,0.9999800474524626
22,0.9999999998418498
23,0.9998450608823461
24,0.9998790320410191
25,0.9999999268141644
26,0.9999978271229586
27,0.9999940984226248
28,0.9999812754608823
29,0.9999999998688597
30,0.9999952647494695
31,0.9999999997032594
32,0.9999999986913976
33,0.9999999983835921
34,0.9999998781131878
35,0.9999903023745241
36,0.9997322678172589
37,0.999897468853755
38,0.9999571830442423
39,0.9999999416340177
40,0.999999357690626
41,0.9998966483171285
42,0.9999631519494332
43,0.9999999835552922
44,0.9999989349792741
45,0.9999999998320692
46,0.9997170398565317
47,0.9999999991803817
48,0.9979483581901023
49,0.9999999394982281
50,0.9999945401917398
51,0.99999999916282
52,0.9999999126211683
53,0.9999998539328302
54,0.9999999992000898
55,0.999999996215826
56,0.9998050304812682
57,0.9999977244069463
58,0.9998475098399423
59,0.9999977600473435
60,0.9999999987235256
61,0.999999999456072
62,0.9999997116091127
63,0.9999718414021037
64,0.9999957370642042
65,0.9999951586916644
66,0.9999979818605444
67,0.9999997725160381
68,0.9997922524238064
69,0.9998363698947292
70,0.9999996519062492
71,0.9999999997252956
72,0.9999999905738047
73,0.9999999942870212
74,0.9999993291145066
75,0.9999954874813642
76,0.9999797102792086
77,0.9998367680723328
78,0.9997446554935789
79,0.9999947973472456
80,0.999999999328343
81,0.9998525494878368
82,0.9997213408398216
83,0.9999985974413289
84,0.9999989698176142
85,0.9999999981565467
86,0.9999999047768612
87,0.9999999850729608
88,0.999919690788918
89,0.9999804981293513
90,0.9999963914438403
91,0.9996989218196637
92,0.9999999996649976
93,0.9999998836220328
94,0.999739855085439
95,0.999998494087795
96,0.9999998542541749
97,0.9999433816761593
98,0.9999610384499994
99,0.9996219459139077
